player_id,matches_count,wins_count,easy_wins_count,defeated_count,easy_defeated_count,tied,score,player_name,email,country,last_login,level
JZ6P2658,22.0,11.0,6.0,11.0,7.0,0.0,0.5,Paris Munoz,paris_munoz@gmail.com,Sierra Leone,2020-11-29,advanced
YO7D6142,23.0,11.0,3.0,12.0,8.0,0.0,0.4782608695652174,Reilly Mclean,reilly.mclean@gmail.com,Ireland,2020-12-31,advanced
BZ7M5215,19.0,9.0,6.0,9.0,7.0,1.0,0.4912280701754386,Mariah Cisneros,cisneros_mariah@aol.com,North Macedonia,2020-12-19,beginner
GL5N2266,20.0,10.0,5.0,10.0,4.0,0.0,0.5,Parker Montgomery,montgomery_p@gmail.com,Norway,2020-10-17,intermediate
DB6M4719,15.0,7.0,5.0,8.0,3.0,0.0,0.4666666666666667,Ashley Bass,ashley_b@yahoo.com,Sweden,2020-12-30,intermediate
MA0Z4568,28.0,18.0,8.0,10.0,6.0,0.0,0.6428571428571429,Nigel Jefferson,jefferson.n@gmail.com,Turkmenistan,2020-12-01,expert
KR8K8798,14.0,5.0,2.0,9.0,3.0,0.0,0.35714285714285715,Leilani Maddox,leilani_maddox@gmail.com,Suriname,2020-08-18,beginner
YX3N6437,13.0,9.0,5.0,4.0,3.0,0.0,0.6923076923076923,Maeve Wells,wells_maeve@gmail.com,The Gambia,2020-10-30,intermediate
KO9J1976,21.0,12.0,10.0,9.0,5.0,0.0,0.5714285714285714,Adison Decker,decker_a@gmail.com,Indonesia,2020-11-28,expert
XA7S3176,15.0,6.0,5.0,9.0,6.0,0.0,0.4,Daniel Buck,buck.d@yahoo.com,Ireland,2020-10-14,beginner
OU5N9354,23.0,13.0,8.0,10.0,8.0,0.0,0.5652173913043478,Oswaldo Norton,oswaldo.norton@gmail.com,Brunei,2020-12-16,expert
RS5P7766,23.0,13.0,7.0,10.0,3.0,0.0,0.5652173913043478,Rudy Moran,rudy.m@yahoo.com,The Gambia,2020-12-22,expert
SC9J2171,19.0,9.0,8.0,9.0,7.0,1.0,0.4912280701754386,Kendall Gentry,kendall.g@yahoo.com,Bangladesh,2020-12-02,expert
RS2U4918,14.0,10.0,7.0,4.0,2.0,0.0,0.7142857142857143,Drew Beck,drew.beck@gmail.com,Vatican City,2020-12-04,intermediate
BW2V7466,27.0,15.0,7.0,12.0,5.0,0.0,0.5555555555555556,Conor Pace,pace.c@gmail.com,Vanuatu,2020-11-11,expert
HC9T8116,21.0,13.0,5.0,8.0,4.0,0.0,0.6190476190476191,Hugh Mccann,hugh_mccann@aol.com,Austria,2020-12-16,intermediate
EI3F5177,19.0,13.0,8.0,6.0,6.0,0.0,0.6842105263157895,Mario Chapman,chapman_mario@gmail.com,Croatia,2020-12-30,expert
AT8O5592,20.0,8.0,5.0,12.0,5.0,0.0,0.4,Kenley Meza,meza_k@outlook.com,Saint Kitts and Nevis,2020-11-02,beginner
OF2B6559,19.0,12.0,10.0,7.0,4.0,0.0,0.631578947368421,Skyla Estes,skyla_e@gmail.com,Malta,2020-11-07,expert
YB4Y2365,21.0,11.0,7.0,10.0,7.0,0.0,0.5238095238095238,Jaelyn Buck,buck.j@gmail.com,Lithuania,2020-12-03,expert
VR2K3833,36.0,24.0,13.0,12.0,9.0,0.0,0.6666666666666666,Maurice Orozco,maurice.orozco@gmail.com,China,2020-12-25,expert
JF6V4763,26.0,6.0,6.0,20.0,10.0,0.0,0.2307692307692308,Payton Blankenship,payton_b@gmail.com,Mauritius,2020-12-31,advanced
LS9R3578,19.0,9.0,8.0,10.0,5.0,0.0,0.4736842105263158,Preston Todd,preston.todd@gmail.com,Singapore,2020-12-05,expert
MB7O9414,23.0,14.0,10.0,9.0,4.0,0.0,0.6086956521739131,Jacquelyn Tanner,jacquelyn.t@gmail.com,Mauritania,2020-11-21,expert
BN2J8319,19.0,9.0,6.0,10.0,6.0,0.0,0.4736842105263158,Brycen Khan,khan_brycen@gmail.com,Uganda,2020-12-31,beginner
PY1C3243,23.0,14.0,10.0,9.0,5.0,0.0,0.6086956521739131,Alessandro Ayers,ayers_a@yahoo.com,Lithuania,2020-10-26,expert
AZ7P8433,20.0,9.0,3.0,10.0,8.0,1.0,0.4666666666666667,Celia Mckee,mckee.celia@gmail.com,Azerbaijan,2020-12-06,beginner
YG3R6878,19.0,12.0,4.0,7.0,4.0,0.0,0.631578947368421,Ashly Potts,ashly.potts@aol.com,Bulgaria,2020-12-24,intermediate
VE4L4222,11.0,6.0,3.0,5.0,2.0,0.0,0.5454545454545454,Francesca Mcintosh,francesca.m@aol.com,Bolivia,2020-10-25,intermediate
ZG6Z2726,26.0,18.0,11.0,8.0,5.0,0.0,0.6923076923076923,Deshawn Martin,martin_deshawn@yahoo.com,Cambodia,2020-12-06,expert
KF9T9836,24.0,12.0,10.0,12.0,9.0,0.0,0.5,Kobe Melton,melton.kobe@yahoo.com,Malawi,2020-12-20,expert
WX3T6211,21.0,12.0,6.0,9.0,7.0,0.0,0.5714285714285714,Carsen Maddox,maddox.carsen@outlook.com,Papua New Guinea,2020-11-26,expert
UL0B2414,20.0,13.0,9.0,7.0,3.0,0.0,0.65,Kaylah Duke,kaylah.d@aol.com,Senegal,2020-10-12,expert
FG1U7899,20.0,9.0,4.0,11.0,10.0,0.0,0.45,Kasey Hardy,hardy.kasey@gmail.com,Senegal,2020-11-30,advanced
ZZ9Z5345,18.0,9.0,7.0,9.0,3.0,0.0,0.5,Wilson Calderon,calderon_wilson@aol.com,Kenya,2020-11-26,intermediate
DT6D1538,25.0,10.0,5.0,14.0,7.0,1.0,0.4133333333333333,Ian Cooley,ian_c@gmail.com,Armenia,2020-12-26,advanced
SF5Y6957,34.0,18.0,13.0,16.0,11.0,0.0,0.5294117647058824,Savanna Kirk,savanna.kirk@gmail.com,Laos,2020-12-27,expert
ZV4Y3974,15.0,7.0,5.0,8.0,6.0,0.0,0.4666666666666667,Osvaldo Curtis,osvaldo_c@yahoo.com,Rwanda,2020-12-11,beginner
UB8B7525,24.0,12.0,7.0,11.0,6.0,1.0,0.5138888888888888,Elena Farmer,farmer.e@gmail.com,Cabo Verde,2020-12-02,expert
EC1T5351,16.0,8.0,5.0,8.0,5.0,0.0,0.5,Zaria Ramos,zaria_ramos@gmail.com,El Salvador,2020-12-10,intermediate
TO7E3976,17.0,11.0,9.0,6.0,3.0,0.0,0.6470588235294118,Juan Compton,juan.compton@yahoo.com,"Sudan, South",2020-12-10,intermediate
XI5G1243,19.0,10.0,7.0,9.0,5.0,0.0,0.5263157894736842,Dane Hess,dane_h@gmail.com,Tunisia,2020-12-03,intermediate
IG9D9853,17.0,5.0,2.0,12.0,7.0,0.0,0.29411764705882354,Ansley Johnson,johnson.a@gmail.com,Singapore,2020-11-05,beginner
XO4M1483,23.0,11.0,3.0,12.0,10.0,0.0,0.4782608695652174,Makai Pennington,pennington.m@gmail.com,Malaysia,2020-11-29,advanced
QG4N4547,18.0,10.0,6.0,8.0,5.0,0.0,0.5555555555555556,Amaya Patrick,amaya.p@outlook.com,Vanuatu,2020-11-10,intermediate
TZ7I6623,19.0,10.0,8.0,9.0,4.0,0.0,0.5263157894736842,Wyatt Hinton,wyatt.h@gmail.com,Myanmar (Burma),2020-12-11,intermediate
BR7X3165,16.0,8.0,6.0,8.0,5.0,0.0,0.5,Nicholas Ali,nicholas.ali@gmail.com,Tuvalu,2020-12-31,intermediate
HC5N2545,25.0,12.0,9.0,13.0,10.0,0.0,0.48,Travis Morris,morris.travis@gmail.com,Eswatini,2020-11-01,advanced
FX3I9936,24.0,15.0,8.0,9.0,5.0,0.0,0.625,Romeo Roach,roach_romeo@gmail.com,Mauritania,2020-12-27,expert
HH0A3249,16.0,7.0,3.0,9.0,4.0,0.0,0.4375,Carmen Spencer,carmen_spencer@gmail.com,Nigeria,2020-12-23,beginner
CE5N2473,20.0,8.0,6.0,12.0,8.0,0.0,0.4,Colt Reynolds,colt.reynolds@yahoo.com,Libya,2020-10-20,advanced
AR8Y2421,29.0,11.0,8.0,18.0,11.0,0.0,0.3793103448275862,Ashley Phillips,ashley_p@gmail.com,Nepal,2020-12-22,advanced
CT0B7816,22.0,13.0,8.0,9.0,7.0,0.0,0.5909090909090909,Mariam Cook,mariam_cook@yahoo.com,Costa Rica,2020-10-11,expert
AE4A4985,24.0,13.0,10.0,10.0,8.0,1.0,0.5555555555555556,Sanai Mathis,sanai_m@yahoo.com,Andorra,2020-11-11,expert
TN1T7423,18.0,9.0,7.0,9.0,8.0,0.0,0.5,Tamia Simon,tamia.simon@gmail.com,Armenia,2020-12-19,advanced
XL8K9261,19.0,10.0,8.0,9.0,6.0,0.0,0.5263157894736842,Alfredo Haney,haney.a@outlook.com,Mali,2020-12-31,expert
OQ2U6269,22.0,15.0,9.0,7.0,4.0,0.0,0.6818181818181818,Milo Best,milo.best@aol.com,Egypt,2020-11-27,expert
EQ3N5772,26.0,12.0,9.0,14.0,6.0,0.0,0.4615384615384616,Taylor Wyatt,wyatt_t@yahoo.com,Niger,2020-12-30,expert
GS3S1996,19.0,12.0,11.0,7.0,5.0,0.0,0.631578947368421,Sincere Randolph,sincere_r@yahoo.com,Egypt,2020-11-01,expert
TK7N4941,22.0,14.0,8.0,8.0,5.0,0.0,0.6363636363636364,Natalie Archer,archer.n@yahoo.com,Nicaragua,2020-12-17,expert
YY0W1194,20.0,10.0,7.0,10.0,4.0,0.0,0.5,Penelope Delgado,delgado.penelope@gmail.com,United States,2020-12-20,intermediate
KE2M7774,18.0,7.0,5.0,11.0,9.0,0.0,0.3888888888888889,Ryann Navarro,ryann.navarro@gmail.com,Fiji,2020-10-18,beginner
JV1Y4563,10.0,6.0,5.0,4.0,2.0,0.0,0.6,Kayden Irwin,irwin_kayden@gmail.com,Costa Rica,2020-07-20,intermediate
LI7H3769,22.0,13.0,8.0,9.0,5.0,0.0,0.5909090909090909,Wyatt Mcdowell,mcdowell.w@gmail.com,Djibouti,2020-12-21,expert
DT5K9313,20.0,8.0,3.0,12.0,5.0,0.0,0.4,Adelaide Lewis,adelaide_lewis@yahoo.com,Canada,2020-12-15,beginner
SD3P1843,16.0,12.0,4.0,4.0,1.0,0.0,0.75,Miracle Johns,johns_miracle@gmail.com,Syria,2020-12-13,intermediate
WG5W2457,23.0,14.0,5.0,9.0,7.0,0.0,0.6086956521739131,Deshawn Yu,deshawn_yu@gmail.com,Sao Tome and Principe,2020-12-15,expert
PD8U5355,18.0,8.0,7.0,10.0,7.0,0.0,0.4444444444444444,Mia Raymond,raymond_mia@gmail.com,Moldova,2020-10-20,beginner
NE2Z4495,18.0,9.0,5.0,9.0,8.0,0.0,0.5,Lillie Decker,decker.l@gmail.com,The Bahamas,2020-12-18,beginner
LG8I4768,20.0,7.0,4.0,13.0,6.0,0.0,0.35,Rihanna Bryan,rihanna_b@outlook.com,Kazakhstan,2020-12-27,beginner
XQ1F2659,25.0,10.0,4.0,15.0,9.0,0.0,0.4,Alma Santana,alma_santana@aol.com,Mauritius,2020-12-09,advanced
OL2B9217,17.0,8.0,3.0,8.0,3.0,1.0,0.4901960784313725,Cale Mckinney,mckinney_cale@yahoo.com,"Korea, North",2020-12-24,intermediate
LL0P2437,16.0,8.0,2.0,7.0,5.0,1.0,0.5208333333333334,Agustin Berg,agustin_berg@gmail.com,Madagascar,2020-11-05,beginner
OF2Z5331,30.0,15.0,9.0,14.0,7.0,1.0,0.5111111111111111,Ray Dunn,dunn.ray@gmail.com,Jamaica,2020-12-03,expert
VM8M5796,34.0,18.0,12.0,16.0,9.0,0.0,0.5294117647058824,Josue Park,josue_p@gmail.com,"Congo, Republic of the",2020-11-15,expert
GS4P8213,23.0,11.0,8.0,12.0,6.0,0.0,0.4782608695652174,Eden Hess,hess_eden@yahoo.com,United States,2020-12-23,expert
HC6M4529,19.0,14.0,10.0,5.0,1.0,0.0,0.7368421052631579,Gabriel James,james.gabriel@gmail.com,Syria,2020-12-06,intermediate
CR3M7434,18.0,8.0,4.0,10.0,6.0,0.0,0.4444444444444444,Lilly Gilbert,lilly.gilbert@gmail.com,Croatia,2020-11-06,beginner
ME2E5274,18.0,7.0,6.0,11.0,8.0,0.0,0.3888888888888889,Micah Graham,micah_graham@gmail.com,Malaysia,2020-12-23,beginner
FL4Z2445,32.0,11.0,8.0,21.0,12.0,0.0,0.34375,Alfred Wolfe,wolfe.alfred@aol.com,Solomon Islands,2020-12-28,advanced
VS5O8794,22.0,10.0,10.0,12.0,10.0,0.0,0.4545454545454545,Kyler Browning,browning_k@yahoo.com,The Bahamas,2020-12-11,advanced
CB6G9367,22.0,15.0,9.0,7.0,3.0,0.0,0.6818181818181818,Katherine Ferguson,ferguson_katherine@gmail.com,Kiribati,2020-11-05,expert
JY1Y7596,17.0,10.0,6.0,7.0,5.0,0.0,0.5882352941176471,Alondra Russo,alondra.russo@gmail.com,Vatican City,2020-12-01,intermediate
QE7Z4772,21.0,11.0,6.0,10.0,5.0,0.0,0.5238095238095238,Abigail Johnson,johnson.a@outlook.com,Suriname,2020-12-30,intermediate
MR4D1348,19.0,8.0,4.0,11.0,9.0,0.0,0.42105263157894735,Kennedy Santana,kennedy.santana@aol.com,Dominica,2020-11-09,beginner
CE3P4788,17.0,10.0,4.0,7.0,5.0,0.0,0.5882352941176471,Malcolm Leblanc,malcolm.l@gmail.com,Argentina,2020-11-29,intermediate
TP0K4457,13.0,6.0,3.0,7.0,4.0,0.0,0.4615384615384616,Jazlene Nielsen,jazlene_n@gmail.com,Vietnam,2020-12-21,beginner
VE6B8755,17.0,7.0,3.0,10.0,8.0,0.0,0.4117647058823529,Ashlyn Anderson,ashlyn.a@gmail.com,Moldova,2020-11-22,beginner
AI8W8941,27.0,14.0,11.0,13.0,7.0,0.0,0.5185185185185185,Olive Duke,olive_d@yahoo.com,Central African Republic,2020-12-22,expert
HA2B7341,16.0,6.0,3.0,10.0,6.0,0.0,0.375,Kallie Hanson,kallie_h@yahoo.com,Lithuania,2020-10-18,beginner
CY1Q3995,22.0,9.0,5.0,13.0,9.0,0.0,0.4090909090909091,Simeon Terrell,terrell_simeon@aol.com,Cyprus,2020-12-31,advanced
CO9T5549,25.0,10.0,4.0,15.0,7.0,0.0,0.4,Jada Hinton,hinton.jada@gmail.com,Mali,2020-12-28,advanced
OF2Q3841,14.0,5.0,2.0,9.0,5.0,0.0,0.35714285714285715,Nathaniel Savage,nathaniel_savage@yahoo.com,Costa Rica,2020-12-26,beginner
JO9I2843,18.0,11.0,8.0,7.0,5.0,0.0,0.6111111111111112,Camron Hale,hale_c@gmail.com,Qatar,2020-12-01,intermediate
DT6D3138,19.0,11.0,6.0,7.0,3.0,1.0,0.5964912280701754,Sabrina Mathis,sabrina.m@aol.com,Côte d’Ivoire,2020-11-10,intermediate
DF1O5522,21.0,8.0,6.0,13.0,7.0,0.0,0.3809523809523809,Karsyn Mueller,mueller.k@gmail.com,Kazakhstan,2020-12-14,advanced
WG7X2778,19.0,12.0,6.0,7.0,4.0,0.0,0.631578947368421,Madilynn Grimes,grimes.m@yahoo.com,South Africa,2020-12-25,intermediate
PY5J8463,21.0,7.0,4.0,14.0,7.0,0.0,0.3333333333333333,Yurem Noble,yurem_noble@outlook.com,Nigeria,2020-12-28,beginner
NP0Z9589,21.0,9.0,4.0,12.0,9.0,0.0,0.42857142857142855,Mariana Beltran,beltran.mariana@yahoo.com,Solomon Islands,2020-09-17,advanced
HQ5Q9516,19.0,10.0,5.0,9.0,3.0,0.0,0.5263157894736842,Deandre Whitehead,deandre_w@outlook.com,Belgium,2020-12-09,intermediate
QP5R3637,29.0,16.0,7.0,13.0,8.0,0.0,0.5517241379310345,Aubrey Vaughn,aubrey.vaughn@outlook.com,Botswana,2020-12-21,advanced
PX7C9338,19.0,11.0,9.0,8.0,5.0,0.0,0.5789473684210527,Julien Durham,julien.durham@gmail.com,Benin,2020-12-22,expert
GO6N6621,16.0,9.0,7.0,7.0,5.0,0.0,0.5625,Jermaine Clayton,jermaine_clayton@gmail.com,Norway,2020-10-26,intermediate
WQ5Q6991,15.0,8.0,3.0,7.0,3.0,0.0,0.5333333333333333,Meadow Kent,kent_meadow@outlook.com,Guinea-Bissau,2020-12-22,intermediate
XL9G6219,30.0,15.0,10.0,15.0,12.0,0.0,0.5,Tyrone Riley,tyrone_r@gmail.com,Italy,2020-12-14,advanced
GE7J8649,23.0,9.0,6.0,14.0,9.0,0.0,0.39130434782608703,Sierra Obrien,sierra.o@yahoo.com,Malawi,2020-10-29,advanced
GR9W1444,14.0,9.0,6.0,5.0,4.0,0.0,0.6428571428571429,Brody Coleman,coleman_b@yahoo.com,Belgium,2020-12-03,intermediate
LX0Q5629,14.0,8.0,5.0,5.0,4.0,1.0,0.5952380952380952,Kolton Chaney,chaney.kolton@yahoo.com,Costa Rica,2020-11-09,intermediate
QW8U5168,21.0,13.0,6.0,8.0,4.0,0.0,0.6190476190476191,Kiera Horton,kiera_horton@yahoo.com,Ireland,2020-10-15,intermediate
HN4E9763,26.0,15.0,11.0,11.0,8.0,0.0,0.5769230769230769,Charlee Atkinson,atkinson.charlee@gmail.com,Bosnia and Herzegovina,2020-12-25,expert
PW4T5515,21.0,8.0,6.0,13.0,3.0,0.0,0.3809523809523809,Jamie Allison,jamie_allison@aol.com,Saint Lucia,2020-12-16,beginner
VY7Y4919,26.0,14.0,8.0,12.0,5.0,0.0,0.5384615384615384,Reilly Burns,reilly.b@yahoo.com,Iran,2020-10-13,expert
QS9B6322,23.0,9.0,2.0,14.0,8.0,0.0,0.39130434782608703,Peyton Le,le_peyton@gmail.com,Vatican City,2020-12-24,beginner
KS6D4265,21.0,15.0,8.0,6.0,4.0,0.0,0.7142857142857143,Savion Harper,harper_s@gmail.com,Niger,2020-12-28,expert
UG3T1792,24.0,15.0,9.0,9.0,4.0,0.0,0.625,Nola Weaver,weaver_n@yahoo.com,Burkina Faso,2020-12-24,expert
LS8Q3672,24.0,7.0,4.0,17.0,9.0,0.0,0.2916666666666667,Samantha Nixon,nixon.samantha@yahoo.com,Marshall Islands,2020-12-04,advanced
ES8Q5111,22.0,9.0,5.0,13.0,8.0,0.0,0.4090909090909091,Serena Fuentes,serena.fuentes@yahoo.com,Honduras,2020-12-14,advanced
MW6K1643,17.0,8.0,5.0,9.0,5.0,0.0,0.4705882352941176,Lauryn Francis,lauryn_f@gmail.com,Liberia,2020-12-27,beginner
HI3C6543,18.0,10.0,4.0,8.0,7.0,0.0,0.5555555555555556,Addyson Marshall,marshall_addyson@gmail.com,Gabon,2020-12-21,beginner
BH4N7147,18.0,9.0,6.0,9.0,6.0,0.0,0.5,Joey Russo,russo_j@aol.com,Botswana,2020-12-28,beginner
MA2E7368,20.0,9.0,4.0,11.0,7.0,0.0,0.45,Kenneth Howard,howard_kenneth@yahoo.com,Andorra,2020-08-26,beginner
IS1C4891,25.0,11.0,5.0,14.0,11.0,0.0,0.44,Kylie Pratt,pratt.k@gmail.com,Haiti,2020-10-17,advanced
JJ4D2287,19.0,12.0,8.0,7.0,4.0,0.0,0.631578947368421,Houston Barajas,barajas.h@yahoo.com,Azerbaijan,2020-12-30,intermediate
ZK7D7116,14.0,7.0,2.0,7.0,1.0,0.0,0.5,Jayden Carey,jayden.carey@aol.com,Kosovo,2020-12-01,intermediate
HH9G1144,19.0,12.0,6.0,7.0,4.0,0.0,0.631578947368421,Yuliana Lucero,lucero_yuliana@gmail.com,Djibouti,2020-11-29,intermediate
HW7Y3934,23.0,12.0,7.0,11.0,7.0,0.0,0.5217391304347826,Alfonso Carrillo,alfonso_c@yahoo.com,Suriname,2020-11-28,expert
RJ9M9582,20.0,10.0,5.0,10.0,6.0,0.0,0.5,Kimberly Hill,kimberly.h@gmail.com,Burundi,2020-12-21,beginner
NS9B8616,18.0,8.0,5.0,10.0,5.0,0.0,0.4444444444444444,Declan Dennis,declan.d@gmail.com,Argentina,2020-12-22,beginner
RM7H2758,20.0,8.0,6.0,12.0,5.0,0.0,0.4,Cale Maynard,cale.maynard@gmail.com,Nepal,2020-12-26,beginner
UO2D9714,20.0,11.0,8.0,9.0,5.0,0.0,0.55,Ronald Simpson,ronald.s@yahoo.com,Turkmenistan,2020-11-22,expert
RE9T7765,18.0,6.0,4.0,12.0,9.0,0.0,0.3333333333333333,Jefferson Cox,cox.j@gmail.com,United Arab Emirates,2020-12-16,beginner
WC9S4917,16.0,6.0,3.0,10.0,7.0,0.0,0.375,Nikolai Watts,nikolai_w@gmail.com,Namibia,2020-12-21,beginner
MG3Z1298,26.0,16.0,11.0,10.0,6.0,0.0,0.6153846153846154,Madelyn Riggs,madelyn.r@outlook.com,Chad,2020-12-24,expert
UY2R8333,20.0,7.0,7.0,13.0,6.0,0.0,0.35,Anabelle Callahan,anabelle.c@gmail.com,Israel,2020-12-26,beginner
QU1R3149,27.0,13.0,7.0,13.0,9.0,1.0,0.4938271604938271,Gillian Mcguire,mcguire_g@gmail.com,Portugal,2020-12-19,advanced
IG4N5785,20.0,10.0,7.0,10.0,6.0,0.0,0.5,Iliana Bates,iliana.bates@gmail.com,Kuwait,2020-12-19,expert
YS5V1182,23.0,10.0,8.0,13.0,12.0,0.0,0.43478260869565216,Kailyn Travis,kailyn_t@yahoo.com,Italy,2020-10-12,advanced
NH1T9395,24.0,14.0,6.0,8.0,5.0,2.0,0.6111111111111112,Eli Wall,eli.w@yahoo.com,The Bahamas,2020-09-19,expert
NP3Z8269,23.0,6.0,4.0,17.0,8.0,0.0,0.2608695652173913,Odin Watts,odin.watts@gmail.com,Chile,2020-12-15,advanced
WJ6O7387,27.0,14.0,7.0,13.0,6.0,0.0,0.5185185185185185,Dixie Boyd,boyd.dixie@gmail.com,Côte d’Ivoire,2020-12-19,expert
MQ6Y3514,17.0,6.0,4.0,11.0,6.0,0.0,0.35294117647058826,Nehemiah Smith,smith.nehemiah@aol.com,Finland,2020-11-03,beginner
WC9A9826,23.0,15.0,6.0,8.0,5.0,0.0,0.6521739130434783,Giada Burke,burke.g@gmail.com,Indonesia,2020-10-18,expert
KM3H2979,22.0,7.0,4.0,15.0,9.0,0.0,0.3181818181818182,Amari Wu,amari.w@outlook.com,Czech Republic,2020-11-22,advanced
JM7S2685,24.0,12.0,9.0,12.0,4.0,0.0,0.5,Shyla Montoya,shyla_montoya@outlook.com,Austria,2020-11-22,expert
OL9X9288,19.0,13.0,5.0,6.0,4.0,0.0,0.6842105263157895,Mark Farmer,farmer_mark@yahoo.com,"Congo, Democratic Republic of the",2020-12-27,intermediate
PX0C7817,23.0,14.0,12.0,9.0,6.0,0.0,0.6086956521739131,Bernard Pacheco,pacheco_b@gmail.com,Benin,2020-12-14,expert
KK0Q1529,17.0,8.0,3.0,9.0,7.0,0.0,0.4705882352941176,Victoria Guerra,victoria_g@yahoo.com,Uganda,2020-12-16,beginner
NU4W3176,31.0,17.0,15.0,14.0,10.0,0.0,0.5483870967741935,Aubrey Beasley,beasley.aubrey@yahoo.com,Sao Tome and Principe,2020-12-10,expert
XW7P6399,29.0,12.0,7.0,17.0,10.0,0.0,0.4137931034482759,Walker Bates,bates.walker@gmail.com,Germany,2020-12-24,advanced
DG3B8279,15.0,8.0,3.0,7.0,3.0,0.0,0.5333333333333333,Carlos Robbins,carlos.robbins@outlook.com,Dominican Republic,2020-11-20,intermediate
BE4E3852,21.0,11.0,9.0,10.0,6.0,0.0,0.5238095238095238,Dulce Mcbride,dulce_mcbride@outlook.com,Chile,2020-12-21,expert
TI2P6728,12.0,10.0,9.0,2.0,2.0,0.0,0.8333333333333334,Kelton Hanna,kelton_hanna@yahoo.com,Sao Tome and Principe,2020-12-30,intermediate
XS2O7476,22.0,11.0,4.0,10.0,6.0,1.0,0.5151515151515151,Brenda Hernandez,brenda_h@aol.com,Iceland,2020-12-30,beginner
UD3W2261,18.0,9.0,4.0,9.0,6.0,0.0,0.5,Mattie Mendoza,mendoza_mattie@gmail.com,Kiribati,2020-12-17,beginner
PX8H6413,16.0,6.0,4.0,10.0,3.0,0.0,0.375,Kamora Black,black_kamora@outlook.com,Colombia,2020-12-20,beginner
KY8X9211,23.0,12.0,4.0,11.0,6.0,0.0,0.5217391304347826,Chaim Miranda,chaim.miranda@gmail.com,Turkey,2020-10-23,beginner
SX9K3849,23.0,14.0,9.0,8.0,6.0,1.0,0.6231884057971014,Anton Wagner,anton_wagner@gmail.com,Antigua and Barbuda,2020-12-09,expert
LH4E3396,19.0,7.0,2.0,12.0,8.0,0.0,0.3684210526315789,Serena Boyer,serena_b@aol.com,Belarus,2020-07-16,beginner
JO4C9352,23.0,12.0,11.0,10.0,5.0,1.0,0.5362318840579711,Cassie Walls,cassie_walls@yahoo.com,Niger,2020-12-11,expert
HQ0A2414,20.0,9.0,6.0,11.0,4.0,0.0,0.45,Meredith Reilly,meredith_reilly@gmail.com,Togo,2020-12-04,beginner
BN3Z5628,24.0,11.0,6.0,13.0,7.0,0.0,0.4583333333333333,Dustin George,george.dustin@gmail.com,Denmark,2020-12-26,advanced
AY7Z5622,28.0,16.0,12.0,12.0,9.0,0.0,0.5714285714285714,Giovani Stevens,giovani_s@yahoo.com,The Bahamas,2020-12-14,expert
RN9M6381,21.0,9.0,7.0,12.0,7.0,0.0,0.42857142857142855,Donovan Benson,donovan.benson@yahoo.com,Greece,2020-12-11,advanced
SA4N3458,25.0,11.0,7.0,14.0,8.0,0.0,0.44,Curtis Lowe,lowe.curtis@gmail.com,Myanmar (Burma),2020-10-03,advanced
LH4O3817,22.0,12.0,6.0,10.0,7.0,0.0,0.5454545454545454,Meghan Patterson,meghan.p@gmail.com,Barbados,2020-12-27,expert
EO9W7257,19.0,11.0,7.0,8.0,4.0,0.0,0.5789473684210527,Hector Liu,liu_hector@yahoo.com,Bhutan,2020-11-18,intermediate
DN9R2247,16.0,9.0,4.0,7.0,3.0,0.0,0.5625,Lee Flowers,lee_f@gmail.com,Monaco,2020-12-04,intermediate
EW9X5321,26.0,14.0,9.0,12.0,8.0,0.0,0.5384615384615384,Dania Bishop,dania.b@yahoo.com,Portugal,2020-12-06,expert
TD7V3596,17.0,10.0,7.0,7.0,3.0,0.0,0.5882352941176471,Kenley Bush,bush.kenley@outlook.com,Côte d’Ivoire,2020-11-16,intermediate
MY6Z4616,22.0,14.0,8.0,8.0,4.0,0.0,0.6363636363636364,Maxim Mcfarland,mcfarland.maxim@gmail.com,Mexico,2020-12-05,expert
LL3X6746,21.0,11.0,2.0,10.0,5.0,0.0,0.5238095238095238,Deon Christensen,christensen.deon@gmail.com,Romania,2020-12-20,beginner
NI8M8666,22.0,13.0,5.0,9.0,5.0,0.0,0.5909090909090909,Lucas Gregory,lucas_g@gmail.com,Venezuela,2020-12-04,intermediate
RQ7N9555,15.0,12.0,6.0,3.0,2.0,0.0,0.8,Lea Franklin,lea.f@gmail.com,Comoros,2020-08-26,intermediate
EY3W8783,21.0,14.0,10.0,7.0,3.0,0.0,0.6666666666666666,Joseph Rojas,joseph_r@gmail.com,Côte d’Ivoire,2020-12-20,expert
FF1M8824,21.0,6.0,4.0,15.0,6.0,0.0,0.2857142857142857,Sullivan Warren,sullivan.warren@outlook.com,Bahrain,2020-12-02,beginner
CY3Y2421,19.0,12.0,10.0,7.0,2.0,0.0,0.631578947368421,Hugh Simmons,simmons.hugh@outlook.com,Belize,2020-11-04,expert
TE6W3789,16.0,6.0,2.0,10.0,6.0,0.0,0.375,Leyla Armstrong,armstrong.l@yahoo.com,Guinea,2020-10-23,beginner
OZ0N8798,20.0,12.0,9.0,8.0,6.0,0.0,0.6,Samara Schroeder,schroeder.s@yahoo.com,Ecuador,2020-12-04,expert
XH3I3231,17.0,9.0,6.0,8.0,4.0,0.0,0.5294117647058824,Janiyah Durham,durham.janiyah@gmail.com,Mauritania,2020-12-30,intermediate
